,Title,"IC50, mmg/ml","CC50-MDCK, mmg/ml",SI,Hydrogen bond acceptors,Hydrogen bond donors,Polar SA,SMILES,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,FOSA,FISA,PISA,WPSA,donorHB,accptHB,dip^2/V,glob,QPlogPo/w,QPlogS,QPlogHERG,QPPCaco,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,RuleOfFive,#ringatoms,#in34,#noncon
10,1035-DS-80-1,11.0,9.4,0.8545454545454546,6,2,93.81,c1ccccc1\C=C\C(=O)c(c(O)c(C)c2OC)c(c2[C@]34C)OC3=Cc5c([C@H]4O)c(C)nn5-c6ccccc6,1.0,0.0,0.0,0.0,0.0,6.0,1.0,-1.0,520.584,7.954,299.217,85.054,430.78,0.0,1.0,5.7,0.0416971,0.7834512,6.344,-7.999,-7.09,1546.426,792.487,-0.993,8.565,0.943,5.0,1.0,95.255,0.0,0.0,80.553,2.0,32.0,0.0,4.0
11,1036-DS-80-2,33.0,30.0,0.9090909090909092,6,2,93.81,c1ccccc1\C=C\C(=O)c(c(O)c(C)c2OC)c(c2[C@@]34C)OC3=Cc5c([C@@H]4O)c(C)nn5-c6ccccc6,2.0,0.0,0.0,0.0,0.0,6.0,1.0,-1.0,520.584,2.711,252.729,99.733,429.917,0.0,1.0,5.7,0.0049618,0.8030624,6.017,-7.409,-6.769,1122.36,560.45,-1.267,7.193,1.359,7.0,1.0,90.849,0.0,0.0,79.388,2.0,31.0,0.0,2.0
12,1037-DS-86-1,33.0,43.9,1.3303030303030303,6,2,93.81,c1cc(Cl)ccc1\C=C\C(=O)c(c(O)c(C)c2OC)c(c2[C@]34C)OC3=Cc5c([C@H]4O)c(C)nn5-c6ccccc6,2.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,555.029,7.318,299.213,85.055,383.038,71.314,1.0,5.7,0.0343156,0.7758961,6.834,-8.736,-6.985,1546.411,1948.251,-1.162,8.595,1.09,5.0,1.0,100.0,0.0,0.0,80.553,2.0,32.0,0.0,4.0
13,1038-DS-86-2,33.0,44.9,1.3606060606060606,6,2,93.81,c1cc(Cl)ccc1\C=C\C(=O)c(c(O)c(C)c2OC)c(c2[C@@]34C)OC3=Cc5c([C@@H]4O)c(C)nn5-c6ccccc6,4.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,555.029,0.802,252.729,99.733,382.177,71.313,1.0,5.7,0.0004224,0.7947458,6.507,-8.145,-6.676,1122.36,1377.815,-1.435,7.231,1.504,7.0,1.0,93.718,0.0,0.0,79.388,2.0,31.0,0.0,2.0
14,1039-DS-101-1,9.5,330.0,34.73684210526316,7,2,103.04,c1cccc(OC)c1\C=C\C(=O)c(c(O)c(C)c2OC)c(c2[C@]34C)OC3=Cc5c([C@H]4O)c(C)nn5-c6ccccc6,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,550.61,9.452,354.587,74.394,399.583,0.0,1.0,6.45,0.056684,0.7904753,6.435,-7.778,-6.828,1951.747,1019.21,-0.811,8.506,0.844,6.0,1.0,100.0,0.0,0.0,79.07,2.0,32.0,0.0,4.0
15,1060-TX-2329,300.0,300.0,1.0,4,1,155.88,CS(=O)c(n1)nn(c12)c(=O)c([N+]([O-])=O)n[nH]2,4.0,0.0,0.0,0.0,0.0,2.0,0.0,-2.0,244.184,5.296,93.86,288.338,28.388,12.092,1.0,12.0,0.0419919,0.8741678,-3.149,1.193,-3.703,0.727,7.613,-6.542,7.941,3.025,3.0,1.0,6.031,0.0,0.0,151.221,0.0,9.0,0.0,0.0
16,1068-As-109,16.5,500.0,30.303030303030305,1,1,32.26,OCCN[C@H]1C[C@H](CC2)C(C)(C)[C@@]12C,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,197.32,2.417,365.508,56.715,13.486,0.0,2.0,3.2,0.0077648,0.9179032,2.127,-1.405,-2.925,2871.271,1546.942,-1.557,9.02,-1.347,3.0,3.0,100.0,0.0,0.0,30.207,0.0,0.0,0.0,0.0
17,1072-Ch-4,5.0,500.0,100.0,1,0,17.07,C1C[C@H](C2)C(C)(C)C(=O)[C@@]12C,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.236,3.53,331.512,31.68,0.0,0.0,0.0,2.0,0.0208206,0.9455051,2.005,-2.004,-2.414,4959.972,2793.063,-2.103,10.206,-0.879,0.0,3.0,100.0,0.0,0.0,22.534,0.0,7.0,0.0,6.0
18,1074-Ch-2,103.5,500.0,4.830917874396135,1,0,17.07,C[C@]12C(C)(C)[C@H](CC1=O)CC2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.236,3.772,314.443,41.064,0.0,0.0,0.0,2.0,0.0240717,0.9579397,1.892,-1.989,-2.213,4041.054,2238.2,-2.276,10.316,-0.883,1.0,3.0,100.0,0.0,0.0,25.219,0.0,7.0,0.0,6.0
19,1078-Ya-200,3.4,82.0,24.11764705882353,2,0,26.3,BrCC(=O)O[C@H]1C[C@H](CC2)C(C)(C)[C@@]12C,2.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,275.185,6.329,301.047,47.677,11.505,76.522,0.0,2.5,0.0524393,0.9252449,3.036,-2.216,-2.796,3497.68,5026.915,-1.59,10.443,0.484,2.0,3.0,100.0,0.0,0.0,33.681,0.0,0.0,0.0,0.0
20,1079-Ya-230,1.3,49.0,37.69230769230769,1,0,38.38,NCCCCCC\N=C(\[C@@]12C)C[C@H](C1(C)C)CC2,2.0,1.0,0.0,0.0,0.0,14.0,0.0,1.0,250.426,1.969,493.674,69.834,14.126,0.0,2.0,2.0,0.0038591,0.8398247,3.499,-2.304,-4.917,537.732,279.9,-3.475,9.43,-0.916,3.0,3.0,96.305,0.0,0.0,39.186,0.0,0.0,0.0,0.0
21,1084-Ch-1,250.6,500.0,1.9952114924181965,1,0,17.07,C[C@@]12C(C)(C)[C@@H](CC1=O)CC2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.236,3.778,316.508,42.148,0.0,0.0,0.0,2.0,0.0241401,0.9498721,1.887,-1.99,-2.343,3946.453,2181.62,-2.296,10.287,-0.905,1.0,3.0,100.0,0.0,0.0,26.003,0.0,7.0,0.0,6.0
22,1085-Ch-3,500.0,500.0,1.0,1,0,17.07,C1C[C@@H](C2)C(C)(C)C(=O)[C@]12C,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.236,3.487,333.806,31.594,0.0,0.0,0.0,2.0,0.0202702,0.9412898,2.015,-2.014,-2.482,4969.34,2798.766,-2.102,10.187,-0.896,0.0,3.0,100.0,0.0,0.0,22.787,0.0,7.0,0.0,6.0
23,1331-As-145,41.9,500.0,11.933174224343675,4,0,52.6,C[C@@]12C(C)(C)[C@H](CC2)C[C@@H]1OC(=O)[C@H]3[C@H](c4ccccc4)[C@@H]([C@H]3c5ccccc5)C(=O)O[C@H]6C[C@@H](CC7)C(C)(C)[C@]67C,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,568.795,4.999,525.924,28.069,288.572,0.0,0.0,5.0,0.0144837,0.8256682,8.26,-9.24,-5.729,5366.837,3041.51,-0.828,8.726,0.041,6.0,1.0,100.0,0.0,0.0,41.718,2.0,35.0,7.0,19.0
24,1376-Ya-265,3.9,500.0,128.2051282051282,2,0,21.59,COCCC\N=C(\[C@]12C)C[C@H](C1(C)C)CC2,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,223.358,3.0,480.617,9.601,21.231,0.0,0.0,2.7,0.0100769,0.877054,3.766,-2.705,-3.623,8032.489,4703.118,-0.566,7.081,2.248,3.0,3.0,100.0,0.0,0.0,22.762,0.0,0.0,0.0,0.0
25,1377-AS-131-14,2.0,65.9,32.95,1,1,32.26,OCCCN[C@H]1C[C@@H](CC2)C(C)(C)[C@]12C,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,211.347,2.732,384.34,66.938,0.0,0.0,2.0,3.2,0.0095373,0.9100082,1.697,-1.259,-3.714,572.836,299.702,-4.336,9.107,-2.87,2.0,3.0,86.243,0.0,0.0,34.056,0.0,7.0,0.0,7.0
26,1378-AS-128-34,4.4,500.0,113.63636363636364,2,1,32.59,OCCCCC\N=C(\[C@]12C)C[C@H](C1(C)C)CC2,3.0,0.0,0.0,0.0,0.0,13.0,0.0,-1.0,237.384,3.262,461.901,65.75,21.233,0.0,1.0,2.7,0.0110874,0.8571249,3.728,-3.179,-3.945,2357.183,1249.865,-1.408,7.058,2.223,3.0,3.0,100.0,0.0,0.0,36.537,0.0,0.0,0.0,0.0
27,1379-Ya-235-1,1.4,500.0,357.1428571428572,2,1,32.59,OCCC\N=C(\[C@]12C)C[C@H](C1(C)C)CC2,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,209.331,3.295,397.26,65.75,21.233,0.0,1.0,2.7,0.0129291,0.8889166,2.976,-2.345,-3.431,2357.191,1249.87,-1.6,7.078,2.244,3.0,3.0,100.0,0.0,0.0,36.537,0.0,0.0,0.0,0.0
28,1380-AS-136,3.4,72.9,21.44117647058824,1,1,32.26,OCCCCCN[C@H]1C[C@@H](CC2)C(C)(C)[C@]12C,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,239.4,2.696,448.981,66.937,0.0,0.0,2.0,3.2,0.0080576,0.875265,2.422,-2.033,-4.276,572.848,299.708,-4.144,9.081,-2.919,2.0,3.0,90.491,0.0,0.0,34.055,0.0,7.0,0.0,7.0
29,1381-Ya-266,0.7,62.0,88.57142857142858,3,1,44.95,CC1(C)[C@H](CC2)CC(\[C@]12C)=N/CC(O)C\N=C(\[C@@]34C)C[C@@H](C3(C)C)CC4,4.0,0.0,0.0,0.0,0.0,19.0,0.0,-2.0,358.566,2.761,600.245,63.001,44.273,0.0,1.0,3.7,0.005785,0.8215932,5.638,-4.715,-4.63,2503.025,1333.656,-0.7,7.1,2.269,4.0,1.0,100.0,0.0,0.0,47.284,1.0,0.0,0.0,0.0
30,1382-AS-156,3.8,500.0,131.57894736842107,1,0,12.36,CCC\N=C(\[C@]12C)C[C@H](C1(C)C)CC2,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,193.331,1.328,441.14,9.602,21.225,0.0,0.0,1.0,0.0021577,0.8958612,4.1,-3.172,-3.318,8032.41,4703.068,-0.758,7.037,2.201,2.0,3.0,100.0,0.0,0.0,13.528,0.0,0.0,0.0,0.0
31,1383-AS-161,113.0,318.0,2.814159292035398,1,0,12.36,C[C@]12C(C)(C)[C@H](CC2)CC\1=N/C3CC3,6.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,191.316,1.337,435.064,5.886,22.081,0.0,0.0,1.0,0.0022585,0.8940822,3.96,-3.166,-3.351,8711.339,5134.173,-0.782,6.82,2.03,2.0,3.0,100.0,0.0,0.0,12.32,0.0,3.0,3.0,3.0
32,1384-Ya-261-12,8.4,60.0,7.142857142857142,1,0,12.36,c1ccccc1C\N=C\2C[C@@H](CC3)C(C)(C)[C@@]23C,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,241.375,1.526,304.865,2.526,221.456,0.0,0.0,1.0,0.0024977,0.8729336,5.135,-4.25,-4.644,9374.491,5557.896,0.078,7.11,2.283,3.0,3.0,100.0,0.0,0.0,10.791,1.0,6.0,0.0,0.0
33,1385-Ya-262-18,1.8,500.0,277.77777777777777,2,0,25.25,c1ncccc1C\N=C\2C[C@@H](CC3)C(C)(C)[C@@]23C,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,242.363,3.752,305.205,31.248,184.952,0.0,0.0,2.5,0.0153251,0.8764837,4.071,-3.324,-4.413,5006.974,2821.683,-0.58,7.208,2.384,5.0,3.0,100.0,0.0,0.0,23.709,0.0,6.0,0.0,0.0
34,1386-Ya-263,3.8,94.0,24.73684210526316,1,0,12.36,c1ccccc1CC\N=C(\[C@]23C)C[C@H](C2(C)C)CC3,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,255.402,1.293,337.936,9.601,209.761,0.0,0.0,1.0,0.0016938,0.8605614,5.43,-4.626,-4.789,8032.536,4703.148,0.003,7.086,2.252,3.0,3.0,100.0,0.0,0.0,13.528,1.0,6.0,0.0,0.0
35,1387-Ya-282-p-3,2.6,482.0,185.3846153846154,3,0,30.82,COc(cc1)c(OC)cc1CC\N=C(\[C@]23C)C[C@H](C2(C)C)CC3,3.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,315.455,3.667,500.458,9.601,110.31,0.0,0.0,2.5,0.0119963,0.8411704,5.453,-4.711,-4.628,8032.557,4703.161,-0.156,7.083,2.25,5.0,3.0,100.0,0.0,0.0,24.789,1.0,6.0,0.0,0.0
36,1388-Ya-284-17,1.4,33.8,24.142857142857142,2,1,32.59,C[C@]12C(C)(C)[C@H](CC2)CC\1=N/c3ccc(O)cc3,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,243.348,2.64,273.088,62.826,252.302,0.0,1.0,1.75,0.0072651,0.7996189,4.393,-4.878,-5.978,2512.581,1339.16,-0.925,6.97,2.146,3.0,3.0,100.0,0.0,0.0,34.432,0.0,6.0,0.0,0.0
37,1389-Ya-264,1.4,128.0,91.42857142857144,2,0,24.83,C1COCCN1CCC\N=C(\[C@]23C)C[C@H](C2(C)C)CC3,3.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,278.437,2.364,522.396,14.828,21.23,0.0,0.0,4.7,0.0054775,0.8776274,3.057,-1.329,-4.34,1787.234,1025.198,-2.724,7.114,2.281,4.0,3.0,100.0,0.0,0.0,29.847,0.0,6.0,0.0,4.0
38,1390-Ya-270,8.1,277.0,34.19753086419753,1,1,29.1,CC(=O)N[C@H]1C[C@H](CC2)C(C)(C)[C@@]12C,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,195.304,5.749,376.683,44.841,0.0,0.0,1.0,2.5,0.0458328,0.9226027,1.809,-1.737,-1.41,1927.784,2047.301,-2.25,9.5,-1.534,0.0,3.0,96.337,0.0,35.881,32.746,0.0,7.0,0.0,7.0
39,1392-Ya-248,5.0,500.0,100.0,1,0,15.6,CN(C)CCC\N=C(\[C@@]12C)C[C@H](C1(C)C)CC2,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,236.4,3.05,510.887,14.944,14.125,0.0,0.0,3.0,0.0098839,0.8602923,3.362,-1.868,-4.586,1782.743,1022.414,-2.752,9.314,-0.896,2.0,3.0,100.0,0.0,0.0,18.821,0.0,0.0,0.0,0.0
40,1394-As-122-2-16,7.8,48.7,6.2435897435897445,3,0,38.66,c1ccccc1\C=C\C(=O)OCC/N=C(\[C@@]23C)C[C@H](C2(C)C)CC3,1.0,0.0,0.0,0.0,0.0,13.0,1.0,-1.0,325.45,4.496,355.168,68.388,239.72,0.0,0.0,3.0,0.0175958,0.7997731,5.136,-5.099,-5.915,2225.221,1174.409,-0.687,9.299,1.124,1.0,3.0,100.0,0.0,0.0,49.359,1.0,6.0,0.0,0.0
41,1396-AS-152,1.4,309.0,220.7142857142857,2,1,32.59,C[C@]12C(C)(C)[C@@H](CC2)CC\1=N/O,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,167.25,0.8,296.988,72.456,14.707,0.0,1.0,2.7,0.0009953,0.9373323,1.793,-1.082,-2.616,2036.096,1066.901,-2.035,9.282,-1.138,1.0,3.0,96.667,0.0,0.0,37.857,0.0,0.0,0.0,0.0
42,1414-MO-150-1-3,42.0,243.0,5.785714285714286,2,1,29.46,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c3ccccc3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,276.35,2.536,217.98,39.665,158.567,30.716,1.0,3.4,0.0076336,0.965062,3.199,-3.633,-2.854,4166.331,3407.959,-1.596,9.46,0.144,6.0,3.0,100.0,30.716,0.0,28.104,0.0,16.0,0.0,7.0
43,1415-MO-151-2,88.0,223.0,2.534090909090909,3,1,38.69,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c3ccc(cc3)OC,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,306.376,3.044,305.68,39.665,102.729,30.716,1.0,4.15,0.0102042,0.9472144,3.246,-3.39,-2.876,4166.364,3407.983,-1.697,9.2,0.061,6.0,3.0,100.0,30.716,0.0,36.929,0.0,16.0,0.0,7.0
44,1416-MO-152-2-2,78.0,300.0,3.8461538461538463,4,1,47.92,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c(c3)ccc(OC)c3OC,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,336.402,2.8,353.385,39.665,88.613,30.113,1.0,4.9,0.0080508,0.9284164,3.331,-3.548,-3.113,4166.364,3382.154,-1.65,8.966,0.131,7.0,3.0,100.0,30.113,0.0,39.366,0.0,16.0,0.0,7.0
45,1417-MO-158b-4,300.0,149.9,0.4996666666666667,5,1,57.15,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c(cc3OC)cc(OC)c3OC,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,366.429,3.677,419.214,38.369,54.961,30.113,1.0,5.65,0.0129672,0.9164654,3.423,-3.661,-3.146,4285.93,3487.189,-1.649,8.827,0.178,8.0,3.0,100.0,30.113,0.0,41.802,0.0,16.0,0.0,7.0
46,1418-MO-164-3,30.0,42.7,1.4233333333333331,5,1,57.15,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c3c(OC)cc(OC)cc3OC,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,366.429,6.953,431.937,38.317,48.505,26.359,1.0,6.9,0.045773,0.9200602,2.979,-3.425,-3.057,4290.862,3330.032,-1.767,8.93,0.101,7.0,3.0,100.0,26.359,0.0,42.018,0.0,19.0,0.0,8.0
47,1419-MO-165-2-4,300.0,300.0,1.0,5,1,57.15,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c3c(OC)cc(OC)c(c3)OC,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,366.429,2.854,431.025,28.828,49.171,30.113,1.0,5.65,0.0078631,0.9184956,3.441,-3.601,-3.085,5278.707,4367.907,-1.494,8.746,0.17,8.0,3.0,100.0,30.113,0.0,42.843,0.0,16.0,0.0,7.0
48,1420-MO-173-3,30.0,39.7,1.3233333333333337,2,1,29.46,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c3ccc(Cl)cc3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,310.795,1.728,217.978,39.665,113.936,98.514,1.0,3.4,0.0033736,0.9486819,3.672,-3.987,-2.906,4166.323,8014.725,-1.753,9.478,0.42,5.0,3.0,100.0,30.716,0.0,28.104,0.0,16.0,0.0,7.0
49,1421-MO-173-8,8.0,131.0,16.375,3,2,49.69,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@@]2(C)O)c3ccc(Cl)cc3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,308.804,3.114,215.389,75.168,113.936,67.798,2.0,4.15,0.0108924,0.9476601,2.906,-3.403,-2.922,1919.014,2353.529,-2.311,9.37,0.314,6.0,3.0,100.0,0.0,0.0,47.509,0.0,16.0,0.0,7.0
50,1422-MO-174-4,100.0,183.0,1.83,2,1,72.6,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c3ccc([N+]([O-])=O)cc3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,321.348,8.018,216.808,131.795,100.278,30.716,1.0,4.4,0.0708068,0.9454651,2.505,-3.325,-2.893,557.296,387.399,-3.403,9.923,2.323,6.0,3.0,90.762,30.716,0.0,72.162,0.0,16.0,0.0,7.0
51,1423-MO-174-7,92.0,112.7,1.225,3,2,92.83,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@@]2(C)O)c3ccc([N+]([O-])=O)cc3,1.0,0.0,0.0,0.0,0.0,3.0,0.0,-1.0,319.357,10.039,214.218,167.298,100.278,0.0,2.0,5.15,0.1104353,0.9444511,1.772,-2.87,-2.909,256.69,113.76,-3.962,9.806,2.227,7.0,2.0,80.443,0.0,0.0,91.567,0.0,16.0,0.0,7.0
52,1424-MO-187-4,100.0,106.0,1.06,2,1,29.46,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@]2(F)C)c3ccc(F)cc3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,294.341,1.669,217.504,39.665,121.819,75.602,1.0,3.4,0.0032514,0.9597903,3.413,-3.854,-2.764,4166.331,6003.115,-1.725,9.58,0.418,5.0,3.0,100.0,75.602,0.0,28.104,0.0,16.0,0.0,7.0
53,1425-MO-187-6,64.0,350.0,5.46875,3,2,49.69,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@@]2(C)O)c3ccc(F)cc3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,292.349,3.006,214.915,75.168,121.819,44.885,2.0,4.15,0.0104852,0.9587189,2.66,-3.052,-2.781,1919.018,1762.818,-2.284,9.461,0.31,6.0,3.0,100.0,44.885,0.0,47.509,0.0,16.0,0.0,7.0
54,1427-XE-17-3,12.0,300.0,25.0,4,2,62.83,C1C=C(C)[C@@H](O)[C@@H]([C@@H]12)O[C@@H](C[C@@]2(C)O)c3ccco3,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,264.321,2.372,230.861,81.881,128.504,0.0,2.0,4.65,0.0069401,0.9529056,1.992,-2.515,-2.907,1657.383,854.122,-2.384,9.292,-0.17,7.0,3.0,96.232,0.0,0.0,57.288,0.0,15.0,0.0,7.0
